Head,Neck,Left upper limb,Right upper limb,Left lower limb,Right lower limb,Cranium,Back,Fasciae,Arteries of heart,Cardiac veins,Pulmonary arteries,Pulmonary veins,Systemic arteries,Systemic veins,Neurocranium,Viscerocranium,Trunk,Thorax,Digestive canal,Bones of left foot,Bones of right foot,Bones of left hand,Bones of right hand,Cartilages,Regions of trunk,Digestive system,Spinal cord,Bursae,Tendon sheaths,Mandible,Maxilla,Axial skeleton,Appendicular skeleton,Spine
Superficial part of masseter.l,,Cephalic vein.l,Brachial veins.r,Iliotibial tract.l,Lateral subtendinous bursa of gastrocnemius muscle.r,,,,,,,,Medial pontine branches of basilar artery.r,Inferior petrosal sinus.l,,,Aorta.j,Left renal vein,,,,,,,,,,,,,,,,
Deep part of masseter.l,,Circumflex scapular vein.l,Anterior circumflex humeral vein.r,Fascia lata.l,Semimembranosus bursa.r,,,,,,,,Lateral pontine branches of basilar artery.l,Basilar venous plexus,,,Right coronary artery,Right testicular vein,,,,,,,,,,,,,,,,
Medial pterygoid muscle.r,,Median cubital vein.l,Posterior circumflex humeral vein.r,Medial femoral intermuscular septum.l,Subcutaneous bursa of lateral malleolus.r,,,,,,,,Medial pontine branches of basilar artery.l,Cavernous sinus.r,,,Right inferolateral branch of right coronary artery,Lateral sacral veins.r,,,,,,,,,,,,,,,,
Medial pterygoid muscle.l,,Median antebrachial vein.l,Axillary vein.r,Lateral femoral intermuscular septum.l,Subcutaneous bursa of medial malleolus.r,,,,,,,,Lateral occipital artery.r,Cavernous sinus.l,,,Brachiocephalic trunk,Lateral sacral veins.l,,,,,,,,,,,,,,,,
Inferior head of lateral pterygoid muscle.r,,Basilic vein.l,Common interosseous artery.r,Popliteal fascia.l,Subtendinous bursa of tibialis anterior.r,,,,,,,,Lateral occipital artery.l,Posterior intercavernous sinus,,,Posterior intercostal arteries.l,Internal pudendal vein.r,,,,,,,,,,,,,,,,
Superior head of lateral pterygoid muscle.r,,Superficial venous palmar arch.l,Cubital nodes.r,Crural fascia.l,Subcutaneous calcaneal bursa.r,,,,,,,,Medial occipital artery.r,Anterior intercavernous sinus,,,Subcostal artery.l,Internal pudendal vein.l,,,,,,,,,,,,,,,,
Inferior head of lateral pterygoid muscle.l,,Palmar digital veins.l,Supratrochlear nodes.r,Anterior intermuscular septum of leg.l,Subtendinous calcaneal bursa.r,,,,,,,,Medial occipital artery.l,Superior ophthalmic vein.l,,,Subcostal artery.r,Deep dorsal vein of penis,,,,,,,,,,,,,,,,
Superior head of lateral pterygoid muscle.l,,Ulnar veins.l,Superior trunk of brachial plexus.r,Posterior intermuscular septum of leg.l,Tendon sheath of tibialis anterior.r,,,,,,,,Posterior cerebral artery.r,Right inferior pulmonary vein,,,Thoracic aorta,Inferior gluteal veins.r,,,,,,,,,,,,,,,,
Temporalis muscle.r,,Deep venous palmar arch.l,Posterior division of superior trunk of brachial plexus.r,Transverse intermuscular septum of leg.l,Tendon sheath of extensor hallucis longus.r,,,,,,,,Parieto-occipital artery.r,Left inferior pulmonary vein,,,Inferior suprarenal artery.l,Internal iliac vein.r,,,,,,,,,,,,,,,,
Temporalis muscle.l,,Radial veins.l,Middle trunk of brachial plexus.r,Superior extensor retinaculum of ankle.l,Tendon sheath of extensor digitorum longus.r,,,,,,,,Posterior cerebral artery.l,Left superior pulmonary vein,,,Inferior suprarenal artery.r,Superior gluteal veins.r,,,,,,,,,,,,,,,,
Hyoglossus muscle.r,,Brachial veins.l,Anterior division of middle trunk of brachial plexus.r,Inferior extensor retinaculum of ankle.l,Tendon sheath of flexor digitorum longus.r,,,,,,,,Parieto-occipital artery.l,Lingular vein of left lung,,,Inferior phrenic artery,Inferior gluteal veins.l,,,,,,,,,,,,,,,,
Hyoglossus muscle.l,,Anterior circumflex humeral vein.l,Posterior division of middle trunk of brachial plexus.r,Superior fibular retinaculum.l,Tendon sheath of tibialis posterior muscle.r,,,,,,,,Basilar artery,Superior ophthalmic vein.r,,,Lumbar arteries.l,Internal iliac vein.l,,,,,,,,,,,,,,,,
Genioglossus muscle.r,,Posterior circumflex humeral vein.l,Inferior trunk of brachial plexus.r,Inferior fibular retinaculum.l,Tendon sheath of flexor hallucis longus.r,,,,,,,,Superior cerebellar artery.r,,,,Splenic artery,Superior gluteal veins.l,,,,,,,,,,,,,,,,
Genioglossus muscle.l,,Axillary vein.l,Roots of brachial plexus.r,Superficial transverse metatarsal ligament.l,Common tendon sheath of fibularis muscles.r,,,,,,,,Superior cerebellar artery.l,,,,Anterior inferior pancreaticoduodenal artery,Inferior epigastric vein.r,,,,,,,,,,,,,,,,
Superficial layer of temporal fascia.r,,Common interosseous artery.l,Dorsal scapular nerve.r,Plantar aponeurosis.l,Plantar tendon sheath of fibularis longus muscle.r,,,,,,,,Vertebral artery.r,,,,Colic branch of ileocolic artery,Inferior epigastric vein.l,,,,,,,,,,,,,,,,
Masseteric fascia.r,,Cubital nodes.l,Long thoracic nerve.r,Flexor retinaculum of ankle.l,Medial circumflex femoral artery.r,,,,,,,,Posterior inferior cerebellar artery.r,,,,Ileocolic artery,External iliac vein.r,,,,,,,,,,,,,,,,
Superficial layer of temporal fascia.l,,Supratrochlear nodes.l,Suprascapular nerve.r,Subcutaneous trochanteric bursa.l,Lateral circumflex femoral artery.r,,,,,,,,Vertebral artery.l,,,,Ileal branch of ileocolic artery,External iliac vein.l,,,,,,,,,,,,,,,,
Masseteric fascia.l,,Superior trunk of brachial plexus.l,Subclavian nerve.r,Trochanteric bursa of gluteus maximus muscle.l,Descending branch of lateral circumflex femoral artery,,,,,,,,Posterior inferior cerebellar artery.l,,,,Appendicular artery,Common iliac vein.l,,,,,,,,,,,,,,,,
Ascending pharyngeal artery.r,,Posterior division of superior trunk of brachial plexus.l,Axillary nerve.r,Trochanteric bursa of gluteus medius muscle.l,Perforating femoral arteries.r,,,,,,,,Internal thoracic artery.l,,,,Superior mesenteric artery,Common iliac vein.r,,,,,,,,,,,,,,,,
Ascending pharyngeal artery.l,,Anterior division of superior trunk of brachial plexus.l,Posterior cord of brachial plexus.r,Trochanteric bursa of gluteus minimus muscle.l,Deep femoral artery.r,,,,,,,,Musculophrenic artery.l,,,,Marginal artery,Iliolumbar vein.r,,,,,,,,,,,,,,,,
Superior labial artery.r,,Middle trunk of brachial plexus.l,Lateral pectoral nerve.r,Bursa of piriformis muscle.l,Dorsal digital arteries of foot.r,,,,,,,,Superior epigastric artery.l,,,,Right colic artery,Iliolumbar vein.l,,,,,,,,,,,,,,,,
Superior labial artery.l,,Anterior division of middle trunk of brachial plexus.l,Musculocutaneous nerve.r,Sciatic bursa of obturator internus.l,Arcuate artery.r,,,,,,,,Internal thoracic artery.r,,,,Proper hepatic artery,Inferior vena cava (thoracic part),,,,,,,,,,,,,,,,
Facial artery.r,,Posterior division of middle trunk of brachial plexus.l,Lateral antebrachial cutaneous nerve.r,Subtendinous bursa of obturator internus.l,Dorsalis pedis artery.r,,,,,,,,Superior epigastric artery.r,,,,Coeliac trunk,Inferior vena cava (abdominal part),,,,,,,,,,,,,,,,
Angular artery.r,,Inferior trunk of brachial plexus.l,Deep branch of radial nerve.r,Sciatic bursa of gluteus maximus muscle.l,Deep plantar artery.r,,,,,,,,Musculophrenic artery.r,,,,Left gastric artery,Lumbar veins.l,,,,,,,,,,,,,,,,
Inferior labial artery.r,,Anterior division of inferior trunk of brachial plexus.l,Posterior interosseous nerve of forearm.r,Intermuscular gluteal bursae.l,Lateral tarsal artery.r,,,,,,,,Inferior thyroid artery.r,,,,Common hepatic artery,Lumbar veins.r,,,,,,,,,,,,,,,,
Submental artery.r,,Posterior division of inferior trunk of brachial plexus.l,Superficial branch of radial nerve.r,(Iliopectineal bursa).l,Anterior tibial artery.r,,,,,,,,Inferior thyroid artery.l,,,,Gastroduodenal artery,Left testicular vein,,,,,,,,,,,,,,,,
Facial artery.l,,Roots of brachial plexus.l,Dorsal digital branches of radial nerve.r,Subtendinous bursa of iliacus muscle.l,Calcaneal branches of fibular artery.r,,,,,,,,Suprascapular artery.r,,,,Anterior branch of renal artery.r,Right pulmonary artery,,,,,,,,,,,,,,,,
Angular artery.l,,Dorsal scapular nerve.l,Posterior antebrachial cutaneous nerve.r,Superior bursa of biceps femoris muscle.l,Fibular artery.r,,,,,,,,Suprascapular artery.l,,,,Anterior branch of renal artery.l,Right inferior pulmonary vein,,,,,,,,,,,,,,,,
Inferior labial artery.l,,Long thoracic nerve.l,Radial nerve.r,Subtendinous prepatellar bursa.l,Superficial branch of medial plantar artery.r,,,,,,,,(Deep branch of transverse cervical artery).r,,,,Posterior branch of renal artery.r,Left inferior pulmonary vein,,,,,,,,,,,,,,,,
Submental artery.l,,Suprascapular nerve.l,Inferior lateral brachial cutaneous nerve.r,Subcutaneous prepatellar bursa.l,Medial plantar artery.r,,,,,,,,Transverse cervical artery.r,,,,Posterior branch of renal artery.l,Left superior pulmonary vein,,,,,,,,,,,,,,,,
Occipital artery.r,,Subclavian nerve.l,Muscular branches of radial nerve.r,Deep infrapatellar bursa.l,Common plantar digital arteries.r,,,,,,,,(Deep branch of transverse cervical artery).l,,,,Intrarenal arteries of left kidney,Lingular vein of left lung,,,,,,,,,,,,,,,,
Occipital artery.l,,Axillary nerve.l,Superior lateral brachial cutaneous nerve.r,Medial patellar retinaculum.l,Proper plantar digital arteries.r,,,,,,,,Transverse cervical artery.l,,,,Intrarenal arteries of right kidney,Intercostal nodes.r,,,,,,,,,,,,,,,,
Superficial temporal artery.r,,Posterior cord of brachial plexus.l,Muscular branches of axillary nerve.r,Subfacial prepatellar bursa.l,Plantar metatarsal arteries.r,,,,,,,,(Superficial branch of transverse cervical artery).l,,,,Right renal artery,Prevertebral nodes,,,,,,,,,,,,,,,,
Frontal branch of superficial temporal artery.r,,Lateral pectoral nerve.l,Anterior branch of medial antebrachial cutaneous nerve.r,Subcutaneous infrapatellar bursa.l,Perforating branches of plantar metatarsal arteries.r,,,,,,,,Thyrocervical trunk.r,,,,Left renal artery,Juxta-oesophageal nodes,,,,,,,,,,,,,,,,
Superficial temporal artery.l,,Musculocutaneous nerve.l,Posterior branch of medial antebrachial cutaneous nerve.r,Suprapatellar bursa.l,Plantar arch.r,,,,,,,,Thyrocervical trunk.l,,,,Descending branch of left colic artery,Inferior diaphragmatic nodes,,,,,,,,,,,,,,,,
Transverse facial artery.l,,Lateral antebrachial cutaneous nerve.l,Medial antebrachial cutaneous nerve.r,Subcutaneous bursa of tuberosity of tibia.l,Lateral plantar artery.r,,,,,,,,First posterior intercostal artery.l,,,,Left colic artery,Brachiocephalic nodes,,,,,,,,,,,,,,,,
Frontal branch of superficial temporal artery.l,,Deep branch of radial nerve.l,Dorsal digital branches of ulnar nerve.r,Subtendinous bursa of sartorius muscle.l,Posterior tibial artery.r,,,,,,,,First posterior intercostal artery.r,,,,Ascending branch of left colic artery,Node of ligamentum arteriosum,,,,,,,,,,,,,,,,
Mental branch of inferior alveolar artery.l,,Posterior interosseous nerve of forearm.l,Dorsal branch of ulnar nerve.r,Anserine bursa.l,Calcaneal branches of posterior tibial artery.r,,,,,,,,Second posterior intercostal artery.l,,,,Inferior mesenteric artery,Node of arch of azygos vein,,,,,,,,,,,,,,,,
Inferior alveolar artery.r,,Superficial branch of radial nerve.l,Proper palmar digital branches of ulnar nerve.r,Inferior subtendinous bursa of biceps femoris muscle.l,Popliteal artery.r,,,,,,,,Second posterior intercostal artery.r,,,,Sigmoid arteries,Prepericardial nodes,,,,,,,,,,,,,,,,
Mylohyoid branch of inferior alveolar artery.r,,Dorsal digital branches of radial nerve.l,Common palmar digital branches of ulnar nerve.r,Medial subtendinous bursa of gastrocnemius muscle.l,Superior medial genicular artery.r,,,,,,,,Costocervical trunk.l,,,,Abdominal aorta,Lateral pericardial nodes,,,,,,,,,,,,,,,,
Mental branch of inferior alveolar artery.r,,Posterior antebrachial cutaneous nerve.l,Superficial branch of ulnar nerve.r,Lateral subtendinous bursa of gastrocnemius muscle.l,Inferior medial genicular artery.r,,,,,,,,Costocervical trunk.r,,,,Superior gluteal artery.l,Paratracheal thoracic nodes,,,,,,,,,,,,,,,,
Inferior alveolar artery.l,,Radial nerve.l,Palmar branch of ulnar nerve.r,Semimembranosus bursa.l,Inferior lateral genicular artery.r,,,,,,,,Deep cervical artery.r,,,,Posterior division of internal iliac artery.l,Inferior tracheobronchial nodes,,,,,,,,,,,,,,,,
Mylohyoid branch of inferior alveolar artery.l,,Inferior lateral brachial cutaneous nerve.l,Deep branch of ulnar nerve.r,Subcutaneous bursa of lateral malleolus.l,Middle genicular artery.r,,,,,,,,Deep cervical artery.l,,,,Dorsal artery of penis.l,Superior tracheobronchial nodes,,,,,,,,,,,,,,,,
Middle meningeal artery.r,,Muscular branches of radial nerve.l,Muscular branches of ulnar nerve.r,Subcutaneous bursa of medial malleolus.l,Superior lateral genicular artery.r,,,,,,,,Thoraco-acromial artery.l,,,,Inferior gluteal artery.l,Intrapulmonary nodes,,,,,,,,,,,,,,,,
Accessory branch of middle meningeal artery.r,,Superior lateral brachial cutaneous nerve.l,Ulnar nerve.r,Subtendinous bursa of tibialis anterior.l,Patellar anastomosis.r,,,,,,,,Pectoral branches of thoraco-acromial artery.r,,,,Internal iliac artery.l,Intercostal nodes.l,,,,,,,,,,,,,,,,
Middle meningeal artery.l,,Muscular branches of axillary nerve.l,Medial brachial cutaneous nerve.r,Subcutaneous calcaneal bursa.l,Femoral artery.r,,,,,,,,Pectoral branches of thoraco-acromial artery.l,,,,Inferior epigastric artery.r,Parasternal nodes.l,,,,,,,,,,,,,,,,
Accessory branch of middle meningeal artery.l,,Anterior branch of medial antebrachial cutaneous nerve.l,Proper palmar digital branches of median nerve.r,Subtendinous calcaneal bursa.l,Superficial epigastric artery.r,,,,,,,,Thoraco-acromial artery.r,,,,Inferior epigastric artery.l,Superior diaphragmatic nodes,,,,,,,,,,,,,,,,
Posterior deep temporal artery.r,,Posterior branch of medial antebrachial cutaneous nerve.l,Common palmar digital branches of median nerve.r,Tendon sheath of tibialis anterior.l,Great saphenous vein.r,,,,,,,,Lateral thoracic artery.r,,,,External iliac artery.l,Left lobe of thymus,,,,,,,,,,,,,,,,
Posterior deep temporal artery.l,,Medial antebrachial cutaneous nerve.l,(Communicating branch of median nerve with ulnar nerve).r,Tendon sheath of extensor hallucis longus.l,Superficial epigastric vein.r,,,,,,,,Lateral thoracic artery.l,,,,Ascending aorta,Right lobe of thymus,,,,,,,,,,,,,,,,
Posterior superior alveolar artery.r,,Dorsal digital branches of ulnar nerve.l,Median nerve.r,Tendon sheath of extensor digitorum longus.l,Deep femoral vein.r,,,,,,,,Thoracodorsal artery.r,,,,Internal thoracic artery.r,Parasternal nodes.r,,,,,,,,,,,,,,,,
Posterior superior alveolar artery.l,,Dorsal branch of ulnar nerve.l,Anterior interosseous nerve of forearm.r,Tendon sheath of flexor digitorum longus.l,Perforating veins.r,,,,,,,,Deep brachial artery.r,,,,Superior epigastric artery.r,Vagus nerve (X).r,,,,,,,,,,,,,,,,
Artery of pterygoid canal.r,,Proper palmar digital branches of ulnar nerve.l,Palmar branch of median nerve.r,Tendon sheath of tibialis posterior muscle.l,Anterior tibial veins.r,,,,,,,,Radial collateral artery.r,,,,Musculophrenic artery.r,Lateral pectoral nerve.r,,,,,,,,,,,,,,,,
Artery of pterygoid canal.l,,Common palmar digital branches of ulnar nerve.l,Muscular branches of median nerve.r,Tendon sheath of flexor hallucis longus.l,Plantar digital veins.r,,,,,,,,Middle collateral artery.r,,,,Thyrocervical trunk.r,Lateral pectoral nerve.l,,,,,,,,,,,,,,,,
Posterior lateral nasal branches of sphenopalatine artery..r,,Superficial branch of ulnar nerve.l,Anterior division of superior trunk of brachial plexus.r,Common tendon sheath of fibularis muscles.l,Plantar metatarsal veins.r,,,,,,,,Deep brachial artery.l,,,,First posterior intercostal artery.r,Intercostal nerves.r,,,,,,,,,,,,,,,,
Posterior lateral nasal branches of sphenopalatine artery..l,,Palmar branch of ulnar nerve.l,Anterior division of inferior trunk of brachial plexus.r,Plantar tendon sheath of fibularis longus muscle.l,Plantar venous arch.r,,,,,,,,Radial collateral artery.l,,,,Second posterior intercostal artery.r,Intercostal nerves.l,,,,,,,,,,,,,,,,
Maxillary artery.r,,Deep branch of ulnar nerve.l,Posterior division of inferior trunk of brachial plexus.r,Medial circumflex femoral artery.l,Lateral plantar veins.r,,,,,,,,Middle collateral artery.l,,,,Costocervical trunk.r,Sympathetic nerves.r,,,,,,,,,,,,,,,,
Anterior deep temporal artery.r,,Muscular branches of ulnar nerve.l,Medial pectoral nerve.r,Lateral circumflex femoral artery.l,Posterior tibial veins.r,,,,,,,,Dorsal metacarpal arteries.r,,,,Pectoral branches of thoraco-acromial artery.r,Ganglia of sympathetic trunk.r,,,,,,,,,,,,,,,,
?x.r,,Ulnar nerve.l,Superior subscapular nerve.r,Descending branch of lateral circumflex femoral artery.l,Fibular veins.r,,,,,,,,Dorsal digital arteries of hand.r,,,,Thoraco-acromial artery.r,Sympathetic trunk.r,,,,,,,,,,,,,,,,
Maxillary artery.l,,Medial brachial cutaneous nerve.l,Inferior subscapular nerve.r,Deep femoral artery.l,Medial plantar veins.r,,,,,,,,Dorsal metacarpal arteries.l,,,,Internal pudendal artery.l,Sympathetic nerves.l,,,,,,,,,,,,,,,,
Anterior deep temporal artery.l,,Proper palmar digital branches of median nerve.l,Thoracodorsal nerve.r,Dorsal digital arteries of foot.l,Dorsal venous arch of foot.r,,,,,,,,Dorsal digital arteries of hand.l,,,,????????,Ganglia of sympathetic trunk.l,,,,,,,,,,,,,,,,
?x.l,,Common palmar digital branches of median nerve.l,Scapular region.r,Arcuate artery.l,Intercapitular veins of foot.r,,,,,,,,Dorsal carpal anastomosis.r,,,,Accessory hemi-azygos vein,Sympathetic trunk.l,,,,,,,,,,,,,,,,
External carotid artery.r,,(Communicating branch of median nerve with ulnar nerve).l,Anterior region of arm.r,Dorsalis pedis artery.l,Small saphenous vein.r,,,,,,,,Dorsal carpal anastomosis.l,,,,Hemi-azygos vein,Oesophagus,,,,,,,,,,,,,,,,
External carotid artery.l,,Median nerve.l,Lateral bicipital groove.r,Deep plantar artery.l,Popliteal vein.r,,,,,,,,Palmar metacarpal arteries.r,,,,Left subcostal vein,Trachea,,,,,,,,,,,,,,,,
Central retinal artery.r,,Anterior interosseous nerve of forearm.l,Medial bicipital groove.r,Lateral tarsal artery.l,Genicular veins.r,,,,,,,,Palmar metacarpal arteries.l,,,,Right ascending lumbar vein,Superior segmental bronchus of right lung (BVI),,,,,,,,,,,,,,,,
Central retinal artery.l,,Palmar branch of median nerve.l,Posterior region of arm.r,Anterior tibial artery.l,Femoral vein.r,,,,,,,,Deep palmar arch.r,,,,Internal thoracic veins.l,Lateral segmental bronchus of right lung (BIV),,,,,,,,,,,,,,,,
Short posterior ciliary arteries.r,,Muscular branches of median nerve.l,Anterior region of elbow.r,Calcaneal branches of fibular artery.l,Lateral circumflex femoral veins.r,,,,,,,,Deep palmar arch.l,,,,Musculophrenic veins.l,Right inferior lobar bronchus,,,,,,,,,,,,,,,,
Short posterior ciliary arteries.l,,Medial pectoral nerve.l,Cubital fossa.r,Fibular artery.l,Medial circumflex femoral veins.r,,,,,,,,Radial artery.r,,,,Internal thoracic veins.r,Posterior basal segmental bronchus of right lung (BX),,,,,,,,,,,,,,,,
Long posterior ciliary arteries.r,,Thoracodorsal nerve.l,Posterior region of elbow.r,Superficial branch of medial plantar artery.l,Dorsal metatarsal arteries.r,,,,,,,,Palmar carpal branch of radial artery.r,,,,Superior epigastric veins.r,Medial basal segmental bronchus of right lung,,,,,,,,,,,,,,,,
Long posterior ciliary arteries.l,,Scapular region.l,Posterior region of forearm.r,Medial plantar artery.l,Dorsal metatarsal veins.r,,,,,,,,Radial artery.l,,,,Musculophrenic veins.r,Lateral basal segmental bronchus of right lung (BIX),,,,,,,,,,,,,,,,
Anterior ethmoidal artery.r,,Anterior region of arm.l,Lateral border of forearm.r,Common plantar digital arteries.l,Dorsal digital veins of foot.r,,,,,,,,Palmar carpal branch of radial artery.l,,,,Superior epigastric veins.l,Anterior segmental bronchus of right lung (BIII),,,,,,,,,,,,,,,,
Anterior septal branches of anterior ethmoidal artery.l,,Lateral bicipital groove.l,Medial border of forearm.r,Proper plantar digital arteries.l,External pudendal veins.r,,,,,,,,(Ulnar recurrent artery).r,,,,Left superior intercostal vein,Left superior lobar bronchus,,,,,,,,,,,,,,,,
Anterior ethmoidal artery.l,,Medial bicipital groove.l,Anterior region of forearm.r,Plantar metatarsal arteries.l,Superficial external pudendal artery.r,,,,,,,,(Ulnar recurrent artery).l,,,,Left brachiocephalic vein,Apicoposterior segmental bronchus of left lung (BI+BII),,,,,,,,,,,,,,,,
Anterior septal branches of anterior ethmoidal artery.r,,Posterior region of arm.l,Anterior region of wrist.r,Perforating branches of plantar metatarsal arteries.l,Deep external pudendal artery.r,,,,,,,,Recurrent interosseous artery.r,,,,Intrarenal veins of left kidney,Anterior segmental bronchus of left lung (BIII),,,,,,,,,,,,,,,,
Septal branches of posterior ethmoidal artery.r,,Anterior region of elbow.l,Posterior region of wrist.r,Plantar arch.l,Deep popliteal nodes.r,,,,,,,,Posterior interosseous artery.r,,,,Left renal vein,Superior lingular segmental bronchus of left lung (BIV),,,,,,,,,,,,,,,,
Posterior ethmoidal artery.r,,Cubital fossa.l,Radial foveola.r,Lateral plantar artery.l,Superficial popliteal nodes.r,,,,,,,,Recurrent interosseous artery.l,,,,Lateral sacral veins.l,Inferior lingular segmental bronchus of left lung (BV),,,,,,,,,,,,,,,,
Septal branches of posterior ethmoidal artery.l,,Posterior region of elbow.l,Palm.r,Posterior tibial artery.l,(Anterior tibial node).r,,,,,,,,Posterior interosseous artery.l,,,,Internal pudendal vein.l,Superior segmental bronchus of left lung (BVI),,,,,,,,,,,,,,,,
Posterior ethmoidal artery.l,,Posterior region of forearm.l,Palmar surfaces of digits of hand.r,Calcaneal branches of posterior tibial artery.l,(Fibular node).r,,,,,,,,Common palmar digital arteries.r,,,,Deep dorsal vein of penis,Medial basal segmental bronchus of left lung (BVII),,,,,,,,,,,,,,,,
Ophthalmic artery.r,,Lateral border of forearm.l,Dorsal surfaces of digits of hand.r,Popliteal artery.l,(Posterior tibial node).r,,,,,,,,Proper palmar digital arteries.r,,,,Internal iliac vein.r,Anterior basal segmental bronchus of left lung (BVIII),,,,,,,,,,,,,,,,
Lacrimal artery.r,,Medial border of forearm.l,Dorsum of hand.r,Superior medial genicular artery.l,Ilio-inguinal nerve.r,,,,,,,,Common palmar digital arteries.l,,,,Inferior gluteal veins.l,Left inferior lobar bronchus,,,,,,,,,,,,,,,,
Supra-orbital artery.r,,Anterior region of forearm.l,Deltoid region.r,Inferior medial genicular artery.l,Infrapatellar branch of saphenous nerve.r,,,,,,,,Proper palmar digital arteries.l,,,,Superior gluteal veins.l,Lateral basal segmental bronchus of left lung,,,,,,,,,,,,,,,,
Supratrochlear artery.r,,Anterior region of wrist.l,,Inferior lateral genicular artery.l,Saphenous nerve.r,,,,,,,,Ulnar artery.r,,,,Inferior epigastric vein.r,Left main bronchus,,,,,,,,,,,,,,,,
Ophthalmic artery.l,,Posterior region of wrist.l,,Middle genicular artery.l,Medial crural cutaneous branches of saphenous nerve.r,,,,,,,,Superficial palmar arch.r,,,,Inferior epigastric vein.l,Anterior segmental bronchus of right lung (BIII)*,,,,,,,,,,,,,,,,
Lacrimal artery.l,,Radial foveola.l,,Superior lateral genicular artery.l,Sural nerve.r,,,,,,,,Dorsal carpal branch of ulnar artery.r,,,,External iliac vein.l,Apical segmental bronchus of right lung (BI),,,,,,,,,,,,,,,,
Supra-orbital artery.l,,Palm.l,,Patellar anastomosis.l,Sural communicating branch of common fibular nerve.r,,,,,,,,Ulnar artery.l,,,,Iliolumbar vein.l,Posterior segmental bronchus of right lung (BII),,,,,,,,,,,,,,,,
Supratrochlear artery.l,,Palmar surfaces of digits of hand.l,,Femoral artery.l,Medial sural cutaneous nerve.r,,,,,,,,Superficial palmar arch.l,,,,Lumbar veins.l,Right superior lobar bronchus,,,,,,,,,,,,,,,,
Callosomarginal artery.r,,Dorsal surfaces of digits of hand.l,,Superficial epigastric artery.l,Anterior cutaneous branches of femoral nerve.r,,,,,,,,Dorsal carpal branch of ulnar artery.l,,,,Right gastro-omental vein,Right main bronchus,,,,,,,,,,,,,,,,
Frontal branches of callosomarginal artery.r,,Dorsum of hand.l,,Great saphenous vein.l,Femoral nerve.r,,,,,,,,Brachial artery.r,,,,Thymus.g,Superior lobe of right lung,,,,,,,,,,,,,,,,
Callosomarginal artery.l,,Deltoid region.l,,Superficial epigastric vein.l,Lateral femoral cutaneous nerve.r,,,,,,,,Superior ulnar collateral artery.r,,,,Thymus.j,Middle lobe of right lung,,,,,,,,,,,,,,,,
Frontal branches of callosomarginal artery.l,,Nail plate.l,,Deep femoral vein.l,Obturator nerve.r,,,,,,,,Inferior ulnar collateral artery.r,,,,Left testicular vein,Inferior lobe of right lung,,,,,,,,,,,,,,,,
Pericallosal artery.r,,Superior subscapular nerve.l,,Anterior tibial veins.l,Posterior branch of obturator nerve.r,,,,,,,,Brachial artery.l,,,,Supreme intercostal artery.r,Superior lobe of left lung,,,,,,,,,,,,,,,,
Pericallosal artery.l,,Inferior subscapular nerve.l,,Plantar digital veins.l,Anterior branch of obturator nerve.r,,,,,,,,Superior ulnar collateral artery.l,,,,Inferior pancreaticoduodenal artery,Inferior lobe of left lung,,,,,,,,,,,,,,,,
Orbitofrontal branches of anterior cerebral artery.r,,,,Plantar metatarsal veins.l,Genitofemoral nerve.r,,,,,,,,Inferior ulnar collateral artery.l,,,,Cavity of bony thorax.g,Middle lobar bronchus.r,,,,,,,,,,,,,,,,
Orbitofrontal branches of anterior cerebral artery.l,,,,Plantar venous arch.l,Femoral branch of genitofemoral nerve.r,,,,,,,,Axillary artery.l,,,,Superior thoracic aperture.g,Intermediate bronchus.r,,,,,,,,,,,,,,,,
Proximal lateral striate branches.r,,,,Lateral plantar veins.l,Genital branch of genitofemoral nerve.r,,,,,,,,Anterior circumflex humeral artery.r,,,,Inferior thoracic aperture.g,Medial segmental bronchus of right lung (BV),,,,,,,,,,,,,,,,
Distal lateral striate branches.r,,,,Posterior tibial veins.l,Dorsal digital branches of superficial fibular nerve.r,,,,,,,,Posterior circumflex humeral artery.r,,,,Costal arch.g,Posterior basal segmental bronchus of left lung (BX),,,,,,,,,,,,,,,,
Proximal lateral striate branches.l,,,,Fibular veins.l,Superficial fibular nerve.r,,,,,,,,Axillary artery.r,,,,Costal arch.j,(Anteromedial basal segmental bronchus of left lung),,,,,,,,,,,,,,,,
Distal lateral striate branches.l,,,,Medial plantar veins.l,Medial dorsal cutaneous nerve of foot.r,,,,,,,,Anterior circumflex humeral artery.l,,,,Intercostal space.g,Pleura,,,,,,,,,,,,,,,,
Insular branches of middle cerebral artery (M2).r,,,,Dorsal venous arch of foot.l,Intermediate dorsal cutaneous nerve of foot.r,,,,,,,,Posterior circumflex humeral artery.l,,,,Intercostal space.j,Epigastric region.r,,,,,,,,,,,,,,,,
Insular branches of middle cerebral artery (M2-segment).l,,,,Intercapitular veins of foot.l,Dorsal digital branches of deep fibular nerve.r,,,,,,,,Medial circumflex femoral artery.r,,,,Infrasternal angle.g,Epigastric region.l,,,,,,,,,,,,,,,,
Anterior temporal branch.r,,,,Small saphenous vein.l,Muscular branches of deep fibular nerve.r,,,,,,,,Medial circumflex femoral artery.l,,,,Infrasternal angle.j,Hypochondriac region.r,,,,,,,,,,,,,,,,
Temporal branches of middle cerebral artery.r,,,,Popliteal vein.l,Deep fibular nerve.r,,,,,,,,Lateral circumflex femoral artery.r,,,,Spinal cord,Hypochondriac region.l,,,,,,,,,,,,,,,,
