Head,Neck,Left upper limb,Right upper limb,Left lower limb,Right lower limb,Cranium,Back,Fasciae,Arteries of heart,Cardiac veins,Pulmonary arteries,Pulmonary veins,Systemic arteries,Systemic veins,Neurocranium,Viscerocranium,Trunk,Thorax,Digestive canal,Bones of left foot,Bones of right foot,Bones of left hand,Bones of right hand,Cartilages,Regions of trunk,Digestive system,Spinal cord,Bursae,Tendon sheaths,Mandible,Maxilla,Axial skeleton,Appendicular skeleton,Spine
Posterior temporal branch.r,,,,Genicular veins.l,Sciatic nerve.r,,,,,,,,Descending branch of lateral circumflex femoral artery,,,,Right pulmonary artery,Infrascapular region.r,,,,,,,,,,,,,,,,
Branch to angular gyrus.r,,,,Femoral vein.l,Tibial nerve.r,,,,,,,,Lateral circumflex femoral artery.l,,,,Middle colic artery,Interscapular region.r,,,,,,,,,,,,,,,,
Temporo-occipital branch.r,,,,Lateral circumflex femoral veins.l,Proper plantar digital branches of medial plantar nerve.r,,,,,,,,Descending branch of lateral circumflex femoral artery.l,,,,Superior anorectal artery,Scapular region.r,,,,,,,,,,,,,,,,
Anterior temporal branch.l,,,,Medial circumflex femoral veins.l,Common plantar digital branches of lateral plantar nerve.r,,,,,,,,Perforating femoral arteries.r,,,,Prevertebral nodes,Triangle of auscultation.r,,,,,,,,,,,,,,,,
Temporal branches of middle cerebral artery.l,,,,Perforating femoral arteries.l,Lateral plantar nerve.r,,,,,,,,Deep femoral artery.r,,,,Juxta-oesophageal nodes,Vertebral region.r,,,,,,,,,,,,,,,,
Posterior temporal branch.l,,,,Perforating veins.l,Medial plantar nerve.r,,,,,,,,Deep femoral artery.l,,,,Inferior diaphragmatic nodes,Infrascapular region.l,,,,,,,,,,,,,,,,
Branch to angular gyrus.l,,,,Dorsal metatarsal arteries.l,Common fibular nerve.r,,,,,,,,Dorsal digital arteries of foot.r,,,,Brachiocephalic nodes,Interscapular region.l,,,,,,,,,,,,,,,,
Temporo-occipital branch.l,,,,Dorsal metatarsal veins.l,Proper plantar digital branches of lateral plantar nerve.r,,,,,,,,Dorsal digital arteries of foot.l,,,,Node of ligamentum arteriosum,Scapular region.l,,,,,,,,,,,,,,,,
Prefrontal artery.r,,,,Dorsal digital veins of foot.l,Common plantar digital branches of medial plantar nerve,,,,,,,,Arcuate artery.r,,,,Node of arch of azygos vein,Triangle of auscultation.l,,,,,,,,,,,,,,,,
Lateral frontobasal artery.r,,,,External pudendal veins.l,Superior gluteal nerve.r,,,,,,,,Arcuate artery.l,,,,Prepericardial nodes,Vertebral region.l,,,,,,,,,,,,,,,,
Posterior parietal artery.r,,,,Superficial external pudendal artery.l,Nerve to piriformis muscle.r,,,,,,,,Dorsalis pedis artery.r,,,,Lateral pericardial nodes,Inframammary region.r,,,,,,,,,,,,,,,,
Artery of central sulcus.r,,,,Deep external pudendal artery.l,Nerve to quadratus femoris muscle.r,,,,,,,,Deep plantar artery.r,,,,Inferior tracheobronchial nodes,Mammary region.r,,,,,,,,,,,,,,,,
Artery of precentral sulcus.r,,,,Superficial popliteal nodes.l,Posterior femoral cutaneous nerve.r,,,,,,,,Lateral tarsal artery.r,,,,Superior tracheobronchial nodes,Pectoral region.r,,,,,,,,,,,,,,,,
Postcentral arterial branch.r,,,,Deep popliteal nodes.l,Anterior root of posterior femoral cutaneous nerve.r,,,,,,,,Dorsalis pedis artery.l,,,,Intrapulmonary nodes,Inframammary region.l,,,,,,,,,,,,,,,,
Parietal branches of middle cerebral artery.r,,,,(Anterior tibial node).l,Posterior root of posterior femoral cutaneous nerve.r,,,,,,,,Deep plantar artery.l,,,,Precaval nodes,Mammary region.l,,,,,,,,,,,,,,,,
Prefrontal artery.l,,,,(Fibular node).l,Gluteal fold.r,,,,,,,,Lateral tarsal artery.l,,,,Lateral caval nodes,Pectoral region.l,,,,,,,,,,,,,,,,
Lateral frontobasal artery.l,,,,(Posterior tibial node).l,Gluteal region.r,,,,,,,,Anterior tibial artery.r,,,,Retrocaval nodes,Presternal region.r,,,,,,,,,,,,,,,,
Posterior parietal artery.l,,,,Ilio-inguinal nerve.l,Anterior region of thigh.r,,,,,,,,Anterior tibial artery.l,,,,Intermediate lumbar nodes,Presternal region.l,,,,,,,,,,,,,,,,
Artery of central sulcus.l,,,,Infrapatellar branch of saphenous nerve.l,Femoral triangle.r,,,,,,,,Calcaneal branches of fibular artery.r,,,,Pre-aortic nodes,Lateral region of thorax.r,,,,,,,,,,,,,,,,
Artery of precentral sulcus.l,,,,Saphenous nerve.l,Posterior region of thigh.r,,,,,,,,Calcaneal branches of fibular artery.l,,,,Lateral aortic nodes,Lateral region of thorax.l,,,,,,,,,,,,,,,,
Postcentral arterial branch.l,,,,Medial crural cutaneous branches of saphenous nerve.l,Popliteal fossa.r,,,,,,,,Fibular artery.r,,,,Retro-aortic nodes,,,,,,,,,,,,,,,,,
Parietal branches of middle cerebral artery.l,,,,Sural nerve.l,Posterior region of knee.r,,,,,,,,Fibular artery.l,,,,Superior diaphragmatic nodes,,,,,,,,,,,,,,,,,
Middle cerebral artery (M3-segment).r,,,,Sural communicating branch of common fibular nerve.l,Anterior region of knee.r,,,,,,,,Superficial branch of medial plantar artery.r,,,,Coeliac nodes,,,,,,,,,,,,,,,,,
Middle cerebral artery (M1-segment).r,,,,Medial sural cutaneous nerve.l,Posterior region of leg.r,,,,,,,,Medial plantar artery.r,,,,Right gastric nodes,,,,,,,,,,,,,,,,,
Middle cerebral artery (M3 segment).l,,,,Anterior cutaneous branches of femoral nerve.l,Anterior region of leg.r,,,,,,,,Superficial branch of medial plantar artery.l,,,,Right gastro-omental nodes,,,,,,,,,,,,,,,,,
Middle cerebral artery (M1-segment).l,,,,Femoral nerve.l,Lateral malleolus.r,,,,,,,,Medial plantar artery.l,,,,(Suprapyloric nodes),,,,,,,,,,,,,,,,,
Internal carotid artery.r,,,,Lateral femoral cutaneous nerve.l,Lateral retromalleolar region.r,,,,,,,,Common plantar digital arteries.r,,,,(Subpyloric nodes),,,,,,,,,,,,,,,,,
Internal carotid artery.l,,,,Obturator nerve.l,Medial malleolus.r,,,,,,,,Proper plantar digital arteries.r,,,,(Retropyloric nodes),,,,,,,,,,,,,,,,,
Anterior communicating artery,,,,Posterior branch of obturator nerve.l,Medial retromalleolar region.r,,,,,,,,Common plantar digital arteries.l,,,,Superior pancreatic nodes,,,,,,,,,,,,,,,,,
Posterior communicating artery.r,,,,Anterior branch of obturator nerve.l,Anterior region of ankle.r,,,,,,,,Proper plantar digital arteries.l,,,,Inferior pancreatic nodes,,,,,,,,,,,,,,,,,
Posterior communicating artery.l,,,,Genitofemoral nerve.l,Lateral part of longitudinal arch of foot.r,,,,,,,,Plantar metatarsal arteries.r,,,,Splenic nodes,,,,,,,,,,,,,,,,,
Anterior spinal artery.r,,,,Femoral branch of genitofemoral nerve.l,Medial part of longitudinal arch of foot.r,,,,,,,,Perforating branches of plantar metatarsal arteries.r,,,,Superior pancreaticoduodenal nodes,,,,,,,,,,,,,,,,,
Anterior spinal artery.l,,,,Genital branch of genitofemoral nerve.l,Sole.r,,,,,,,,Plantar metatarsal arteries.l,,,,Cystic node,,,,,,,,,,,,,,,,,
Anterior inferior cerebellar artery.r,,,,Dorsal digital branches of superficial fibular nerve.l,Proximal transverse arch of foot.r,,,,,,,,Perforating branches of plantar metatarsal arteries.l,,,,Paracolic superior mesenteric nodes,,,,,,,,,,,,,,,,,
Anterior inferior cerebellar artery.l,,,,Superficial fibular nerve.l,Distal transverse arch of foot.r,,,,,,,,Plantar arch.r,,,,Central superior mesenteric nodes,,,,,,,,,,,,,,,,,
Lateral pontine branches of basilar artery.r,,,,Medial dorsal cutaneous nerve of foot.l,Hallucial eminence.r,,,,,,,,Plantar arch.l,,,,Ileocolic nodes,,,,,,,,,,,,,,,,,
Medial pontine branches of basilar artery.r,,,,Intermediate dorsal cutaneous nerve of foot.l,Metatarsal region.r,,,,,,,,Lateral plantar artery.r,,,,Left lobe of thymus,,,,,,,,,,,,,,,,,
Lateral pontine branches of basilar artery.l,,,,Dorsal digital branches of deep fibular nerve.l,Dorsal surfaces of digits of foot.r,,,,,,,,Lateral plantar artery.l,,,,Right lobe of thymus,,,,,,,,,,,,,,,,,
Medial pontine branches of basilar artery.l,,,,Muscular branches of deep fibular nerve.l,Plantar surfaces of digits of foot.r,,,,,,,,Posterior tibial artery.r,,,,Spleen,,,,,,,,,,,,,,,,,
Lateral occipital artery.r,,,,Deep fibular nerve.l,Heel region.r,,,,,,,,Calcaneal branches of posterior tibial artery.r,,,,Precaecal nodes,,,,,,,,,,,,,,,,,
Lateral occipital artery.l,,,,Sciatic nerve.l,Dorsum of foot.r,,,,,,,,Posterior tibial artery.l,,,,Retrocaecal nodes,,,,,,,,,,,,,,,,,
Medial occipital artery.r,,,,Tibial nerve.l,Lateral border of foot.r,,,,,,,,Calcaneal branches of posterior tibial artery.l,,,,Appendicular nodes,,,,,,,,,,,,,,,,,
Medial occipital artery.l,,,,Proper plantar digital branches of medial plantar nerve.l,Medial border of foot.r,,,,,,,,Popliteal artery.r,,,,Juxta-intestinal mesenteric nodes,,,,,,,,,,,,,,,,,
Posterior cerebral artery.r,,,,Common plantar digital branches of lateral plantar nerve.l,Hip region.r,,,,,,,,Superior medial genicular artery.r,,,,Middle colic nodes,,,,,,,,,,,,,,,,,
Parieto-occipital artery.r,,,,Lateral plantar nerve.l,,,,,,,,,Inferior medial genicular artery.r,,,,Right colic nodes,,,,,,,,,,,,,,,,,
Posterior cerebral artery.l,,,,Medial plantar nerve.l,,,,,,,,,Inferior lateral genicular artery.r,,,,Left colic nodes,,,,,,,,,,,,,,,,,
Parieto-occipital artery.l,,,,Common fibular nerve.l,,,,,,,,,Middle genicular artery.r,,,,Sigmoid nodes,,,,,,,,,,,,,,,,,
Basilar artery,,,,Proper plantar digital branches of lateral plantar nerve.l,,,,,,,,,Superior lateral genicular artery.r,,,,Subaortic nodes,,,,,,,,,,,,,,,,,
Superior cerebellar artery.r,,,,Common plantar digital branches of medial plantar nerve.l,,,,,,,,,Patellar anastomosis.r,,,,Medial common iliac nodes,,,,,,,,,,,,,,,,,
Superior cerebellar artery.l,,,,Superior gluteal nerve.l,,,,,,,,,Popliteal artery.l,,,,Lateral common iliac nodes,,,,,,,,,,,,,,,,,
Vertebral artery.r,,,,Nerve to piriformis muscle.l,,,,,,,,,Superior medial genicular artery.l,,,,Intermediate common iliac nodes,,,,,,,,,,,,,,,,,
Posterior inferior cerebellar artery.r,,,,Nerve to quadratus femoris muscle.l,,,,,,,,,Inferior medial genicular artery.l,,,,Median sacral nodes,,,,,,,,,,,,,,,,,
Vertebral artery.l,,,,Posterior root of posterior femoral cutaneous nerve.l,,,,,,,,,Inferior lateral genicular artery.l,,,,Prevesical nodes,,,,,,,,,,,,,,,,,
Posterior inferior cerebellar artery.l,,,,Posterior femoral cutaneous nerve.l,,,,,,,,,Middle genicular artery.l,,,,Postvesical nodes,,,,,,,,,,,,,,,,,
Posterior division of retromandibular vein.r,,,,Anterior root of posterior femoral cutaneous nerve.l,,,,,,,,,Superior lateral genicular artery.l,,,,Pararectal nodes,,,,,,,,,,,,,,,,,
Angular vein.r,,,,Gluteal fold.l,,,,,,,,,Patellar anastomosis.l,,,,Sacrum,,,,,,,,,,,,,,,,,
Submental vein.r,,,,Gluteal region.l,,,,,,,,,Femoral artery.r,,,,Transversalis fascia,,,,,,,,,,,,,,,,,
Inferior labial veins.r,,,,Anterior region of thigh.l,,,,,,,,,Superficial epigastric artery.r,,,,Thyroid cartilage,,,,,,,,,,,,,,,,,
Superior labial vein.r,,,,Femoral triangle.l,,,,,,,,,Femoral artery.l,,,,Cricoid cartilage,,,,,,,,,,,,,,,,,
Facial vein.r,,,,Posterior region of thigh.l,,,,,,,,,Superficial epigastric artery.l,,,,Atlas (C1),,,,,,,,,,,,,,,,,
Inferior ophthalmic vein.r,,,,Popliteal fossa.l,,,,,,,,,Perforating femoral arteries.l,,,,Vertebra C6,,,,,,,,,,,,,,,,,
Occipital vein.r,,,,Posterior region of knee.l,,,,,,,,,Dorsal metatarsal arteries.r,,,,Vertebra C3,,,,,,,,,,,,,,,,,
Superficial temporal veins.r,,,,Anterior region of knee.l,,,,,,,,,Internal pudendal artery.r,,,,Vertebra C5,,,,,,,,,,,,,,,,,
Posterior auricular vein.r,,,,Posterior region of leg.l,,,,,,,,,Internal pudendal artery.l,,,,Vertebra C7,,,,,,,,,,,,,,,,,
Maxillary veins.r,,,,Anterior region of leg.l,,,,,,,,,Dorsal metatarsal arteries.l,,,,Vertebra C4,,,,,,,,,,,,,,,,,
Lingual vein.r,,,,Lateral malleolus.l,,,,,,,,,Deep artery of penis.r,,,,Hyoid bone,,,,,,,,,,,,,,,,,
Posterior division of retromandibular vein.l,,,,Lateral retromalleolar region.l,,,,,,,,,Common interosseous artery.l,,,,Facial vein.r,,,,,,,,,,,,,,,,,
Angular vein.l,,,,Medial malleolus.l,,,,,,,,,Common interosseous artery.r,,,,Anterior division of retromandibular vein.r,,,,,,,,,,,,,,,,,
Submental vein.l,,,,Medial retromalleolar region.l,,,,,,,,,Left testicular artery,,,,Axis (C2),,,,,,,,,,,,,,,,,
Inferior labial veins.l,,,,Anterior region of ankle.l,,,,,,,,,Supreme intercostal artery.r,,,,Right atrium,,,,,,,,,,,,,,,,,
Superior labial vein.l,,,,Lateral part of longitudinal arch of foot.l,,,,,,,,,Supreme intercostal artery.l,,,,Right ventricle,,,,,,,,,,,,,,,,,
Facial vein.l,,,,Medial part of longitudinal arch of foot.l,,,,,,,,,Subscapular artery.r,,,,Left atrium,,,,,,,,,,,,,,,,,
Inferior ophthalmic vein.l,,,,Sole.l,,,,,,,,,Subscapular artery.l,,,,Left ventricle,,,,,,,,,,,,,,,,,
Occipital vein.l,,,,Proximal transverse arch of foot.l,,,,,,,,,Thoracodorsal artery.l,,,,Oesophagus,,,,,,,,,,,,,,,,,
Superficial temporal veins.l,,,,Distal transverse arch of foot.l,,,,,,,,,Circumflex scapular artery.l,,,,Stomach,,,,,,,,,,,,,,,,,
Posterior auricular vein.l,,,,Hallucial eminence.l,,,,,,,,,Circumflex scapular artery.r,,,,Duodenum,,,,,,,,,,,,,,,,,
Maxillary veins.l,,,,Metatarsal region.l,,,,,,,,,Iliolumbar artery.r,,,,Jejunum,,,,,,,,,,,,,,,,,
Lingual vein.l,,,,Dorsal surfaces of digits of foot.l,,,,,,,,,Iliolumbar artery.l,,,,Vermiform appendix,,,,,,,,,,,,,,,,,
Straight sinus,,,,Plantar surfaces of digits of foot.l,,,,,,,,,Spinal branch of iliolumbar artery.r,,,,Free taenia,,,,,,,,,,,,,,,,,
Inferior sagittal sinus,,,,Heel region.l,,,,,,,,,Lumbar branch of iliolumbar artery.r,,,,Mesocolic taenia,,,,,,,,,,,,,,,,,
Superior sagittal sinus,,,,Dorsum of foot.l,,,,,,,,,Spinal branch of iliolumbar artery.l,,,,Omental taenia,,,,,,,,,,,,,,,,,
Occipital sinus,,,,Lateral border of foot.l,,,,,,,,,Lumbar branch of iliolumbar artery.l,,,,Sigmoid colon,,,,,,,,,,,,,,,,,
Superior petrosal sinus.r,,,,Medial border of foot.l,,,,,,,,,Inferior pancreaticoduodenal artery,,,,Ascending colon,,,,,,,,,,,,,,,,,
Transverse sinus.r,,,,Hip region.l,,,,,,,,,Superficial external pudendal artery.r,,,,Descending colon,,,,,,,,,,,,,,,,,
Superior petrosal sinus.l,,,,Nail plate (foot).l,,,,,,,,,Deep external pudendal artery.r,,,,Transverse colon,,,,,,,,,,,,,,,,,
Transverse sinus.l,,,,Perionyx (foot).l,,,,,,,,,Superficial external pudendal artery.l,,,,Left posterior lateral segment of liver (II),,,,,,,,,,,,,,,,,
Sigmoid sinus.r,,,,,,,,,,,,,Deep external pudendal artery.l,,,,Left anterior lateral segment of liver (III),,,,,,,,,,,,,,,,,
Sigmoid sinus.l,,,,,,,,,,,,,Anterior cerebral artery.r,,,,Left medial segment of liver (IV),,,,,,,,,,,,,,,,,
Anterior jugular vein.l,,,,,,,,,,,,,Right pulmonary artery,,,,Anterior medial segment of liver (V),,,,,,,,,,,,,,,,,
Anterior jugular vein.r,,,,,,,,,,,,,Anterior cerebral artery.l,,,,Anterior lateral segment of liver (VI),,,,,,,,,,,,,,,,,
External jugular vein.r,,,,,,,,,,,,,Buccal artery.r,,,,Posterior lateral segment of liver (VII),,,,,,,,,,,,,,,,,
External jugular vein.l,,,,,,,,,,,,,Buccal artery.l,,,,Posterior segment of liver (I),,,,,,,,,,,,,,,,,
Anterior division of retromandibular vein.l,,,,,,,,,,,,,Descending palatine artery.r,,,,Posterior medial segment of liver (VIII),,,,,,,,,,,,,,,,,
Retromandibular vein.l,,,,,,,,,,,,,Posterior septal branches of sphenopalatine artery.r,,,,Liver,,,,,,,,,,,,,,,,,
Anterior division of retromandibular vein.r,,,,,,,,,,,,,Infra-orbital artery.r,,,,Gallbladder,,,,,,,,,,,,,,,,,
Retromandibular vein.r,,,,,,,,,,,,,Infra-orbital artery.l,,,,Bile duct,,,,,,,,,,,,,,,,,
Inferior petrosal sinus.r,,,,,,,,,,,,,Posterior septal branches of sphenopalatine artery.l,,,,Pancreatic duct,,,,,,,,,,,,,,,,,
Inferior petrosal sinus.l,,,,,,,,,,,,,Greater palatine artery.l,,,,Accessory pancreatic duct,,,,,,,,,,,,,,,,,
Posterior intercavernous sinus,,,,,,,,,,,,,Greater palatine artery.r,,,,Pancreas,,,,,,,,,,,,,,,,,
Anterior intercavernous sinus,,,,,,,,,,,,,Middle colic artery,,,,Trachea,,,,,,,,,,,,,,,,,
Superior ophthalmic vein.l,,,,,,,,,,,,,Superior anorectal artery,,,,Superior segmental bronchus of right lung (BVI),,,,,,,,,,,,,,,,,
Anterior cerebral artery.r,,,,,,,,,,,,,Obturator artery.r,,,,Lateral segmental bronchus of right lung (BIV),,,,,,,,,,,,,,,,,
Anterior cerebral artery.l,,,,,,,,,,,,,Obturator artery.l,,,,Right inferior lobar bronchus,,,,,,,,,,,,,,,,,
Buccal artery.r,,,,,,,,,,,,,Transverse facial artery.r,,,,Posterior basal segmental bronchus of right lung (BX),,,,,,,,,,,,,,,,,
Buccal artery.l,,,,,,,,,,,,,Descending palatine artery.l,,,,Medial basal segmental bronchus of right lung (BVII),,,,,,,,,,,,,,,,,
Descending palatine artery.r,,,,,,,,,,,,,(Superficial branch of transverse cervical artery).r,,,,Lateral basal segmental bronchus of right lung (BIX),,,,,,,,,,,,,,,,,
Posterior septal branches of sphenopalatine artery.r,,,,,,,,,,,,,,,,,Anterior basal segmental bronchus of right lung (BVIII),,,,,,,,,,,,,,,,,
Infra-orbital artery.r,,,,,,,,,,,,,,,,,Left superior lobar bronchus,,,,,,,,,,,,,,,,,
Infra-orbital artery.l,,,,,,,,,,,,,,,,,Apicoposterior segmental bronchus of left lung (BI+BII),,,,,,,,,,,,,,,,,
Posterior septal branches of sphenopalatine artery.l,,,,,,,,,,,,,,,,,Anterior segmental bronchus of left lung (BIII),,,,,,,,,,,,,,,,,
Greater palatine artery.l,,,,,,,,,,,,,,,,,Superior lingular segmental bronchus of left lung (BIV),,,,,,,,,,,,,,,,,
Greater palatine artery.r,,,,,,,,,,,,,,,,,Inferior lingular segmental bronchus of left lung (BV),,,,,,,,,,,,,,,,,
Transverse facial artery.r,,,,,,,,,,,,,,,,,Superior segmental bronchus of left lung (BVI),,,,,,,,,,,,,,,,,
Descending palatine artery.l,,,,,,,,,,,,,,,,,Medial basal segmental bronchus of left lung (BVII),,,,,,,,,,,,,,,,,
Superior ophthalmic vein.r,,,,,,,,,,,,,,,,,Anterior basal segmental bronchus of left lung (BVIII),,,,,,,,,,,,,,,,,
Retropharyngeal nodes.r,,,,,,,,,,,,,,,,,Left inferior lobar bronchus,,,,,,,,,,,,,,,,,
Occipital nodes.l,,,,,,,,,,,,,,,,,Lateral basal segmental bronchus of left lung (BIX),,,,,,,,,,,,,,,,,
Nasolabial node.l,,,,,,,,,,,,,,,,,Left main bronchus,,,,,,,,,,,,,,,,,
Bucinator node.l,,,,,,,,,,,,,,,,,Anterior segmental bronchus of right lung (BIII),,,,,,,,,,,,,,,,,
Mandibular node.l,,,,,,,,,,,,,,,,,Apical segmental bronchus of right lung (BI),,,,,,,,,,,,,,,,,
Submental nodes.l,,,,,,,,,,,,,,,,,Posterior segmental bronchus of right lung (BII),,,,,,,,,,,,,,,,,
Mastoid nodes.l,,,,,,,,,,,,,,,,,Right superior lobar bronchus,,,,,,,,,,,,,,,,,
Palatine tonsil.l,,,,,,,,,,,,,,,,,Right main bronchus,,,,,,,,,,,,,,,,,
Submandibular nodes.l,,,,,,,,,,,,,,,,,Superior lobe of right lung,,,,,,,,,,,,,,,,,
Retropharyngeal nodes.l,,,,,,,,,,,,,,,,,Middle lobe of right lung,,,,,,,,,,,,,,,,,
Pre-auricular nodes.r,,,,,,,,,,,,,,,,,Inferior lobe of right lung,,,,,,,,,,,,,,,,,
Intraglandular parotid nodes.r,,,,,,,,,,,,,,,,,Superior lobe of left lung,,,,,,,,,,,,,,,,,
Infra-auricular nodes.l,,,,,,,,,,,,,,,,,Inferior lobe of left lung,,,,,,,,,,,,,,,,,
Pre-auricular nodes.l,,,,,,,,,,,,,,,,,Kidney.l,,,,,,,,,,,,,,,,,
Intraglandular parotid nodes.l,,,,,,,,,,,,,,,,,Kidney.r,,,,,,,,,,,,,,,,,
Superficial parotid nodes.l,,,,,,,,,,,,,,,,,Urinary bladder,,,,,,,,,,,,,,,,,
Superficial parotid nodes.r,,,,,,,,,,,,,,,,,Urethra,,,,,,,,,,,,,,,,,
Occipital nodes.r,,,,,,,,,,,,,,,,,Renal pelvis.l,,,,,,,,,,,,,,,,,
